,atu,id,language,level_1,level_2,title
2849,UNKNOWN,4328,Spanish,UNKNOWN,UNKNOWN,Las Ranas pidiendo Rey 
2850,UNKNOWN,4329,Spanish,UNKNOWN,UNKNOWN,El Asno y el Caballo 
2851,UNKNOWN,4330,Spanish,UNKNOWN,UNKNOWN,El Cordero y el Lobo 
2852,UNKNOWN,4331,Spanish,UNKNOWN,UNKNOWN,Las Cabras y los Chivos 
2853,UNKNOWN,4332,Spanish,UNKNOWN,UNKNOWN,El Caballo y el Ciervo 
2854,UNKNOWN,4333,Spanish,UNKNOWN,UNKNOWN,La Águila y el Cuervo 
2855,UNKNOWN,4334,Spanish,UNKNOWN,UNKNOWN,Los Animales con peste 
2856,UNKNOWN,4335,Spanish,UNKNOWN,UNKNOWN,El Milano enfermo 
2857,UNKNOWN,4336,Spanish,UNKNOWN,UNKNOWN,El León envejecido 
2858,UNKNOWN,4337,Spanish,UNKNOWN,UNKNOWN,La Zorra y la Gallina 
2859,UNKNOWN,4338,Spanish,UNKNOWN,UNKNOWN,La Cierva y el León 
2860,UNKNOWN,4339,Spanish,UNKNOWN,UNKNOWN,El León enamorado 
2861,UNKNOWN,4340,Spanish,UNKNOWN,UNKNOWN,Congreso de los Ratones 
2862,UNKNOWN,4341,Spanish,UNKNOWN,UNKNOWN,El Lobo y la Oveja 
2863,UNKNOWN,4342,Spanish,UNKNOWN,UNKNOWN,El Hombre y la Pulga 
2864,UNKNOWN,4343,Spanish,UNKNOWN,UNKNOWN,El Cuervo y la Serpiente 
2865,UNKNOWN,4344,Spanish,UNKNOWN,UNKNOWN,El Asno y las Ranas 
2866,UNKNOWN,4345,Spanish,UNKNOWN,UNKNOWN,El Asno y el Perro 
2867,UNKNOWN,4346,Spanish,UNKNOWN,UNKNOWN,El León y el Asno cazando 
2868,UNKNOWN,4347,Spanish,UNKNOWN,UNKNOWN,El Charlatán y el Rústico 
2869,UNKNOWN,4348,Spanish,UNKNOWN,UNKNOWN,La Mona corrida 
2870,UNKNOWN,4349,Spanish,UNKNOWN,UNKNOWN,El Asno y Júpiter 
2871,UNKNOWN,4350,Spanish,UNKNOWN,UNKNOWN,El Cazador y la Perdiz 
2872,UNKNOWN,4351,Spanish,UNKNOWN,UNKNOWN,El Viejo y la Muerte 
2873,UNKNOWN,4352,Spanish,UNKNOWN,UNKNOWN,El Enfermo y el Médico 
2874,59,4353,Spanish,Animal Tales,Wild Animals,La Zorra y las Uvas 
2875,UNKNOWN,4354,Spanish,UNKNOWN,UNKNOWN,La Cierva y la Viña 
2876,UNKNOWN,4355,Spanish,UNKNOWN,UNKNOWN,El Asno cargado de reliquias 
2877,UNKNOWN,4356,Spanish,UNKNOWN,UNKNOWN,Los dos Machos 
2878,UNKNOWN,4357,Spanish,UNKNOWN,UNKNOWN,El Cazador y el Perro 
2879,UNKNOWN,4358,Spanish,UNKNOWN,UNKNOWN,La Tortuga y el Águila 
2880,75,4359,Spanish,Animal Tales,Wild Animals,El León y el Ratón 
2881,UNKNOWN,4360,Spanish,UNKNOWN,UNKNOWN,Las Liebres y las Ranas 
2882,UNKNOWN,4361,Spanish,UNKNOWN,UNKNOWN,El Gallo y el Zorro 
2883,UNKNOWN,4362,Spanish,UNKNOWN,UNKNOWN,El León y la Cabra 
2884,UNKNOWN,4363,Spanish,UNKNOWN,UNKNOWN,La Hacha y el Mango 
2885,UNKNOWN,4364,Spanish,UNKNOWN,UNKNOWN,La Onza y los Pastores 
2886,UNKNOWN,4365,Spanish,UNKNOWN,UNKNOWN,El Grajo vano 
2887,UNKNOWN,4366,Spanish,UNKNOWN,UNKNOWN,El Hombre y la Comadreja 
2888,UNKNOWN,4367,Spanish,UNKNOWN,UNKNOWN,Batalla de las Comadrejas y los Ratones 
2889,UNKNOWN,4368,Spanish,UNKNOWN,UNKNOWN,El León y la Rana 
2890,UNKNOWN,4369,Spanish,UNKNOWN,UNKNOWN,El Ciervo y los Bueyes 
2891,UNKNOWN,4370,Spanish,UNKNOWN,UNKNOWN,Los Navegantes 
2892,UNKNOWN,4371,Spanish,UNKNOWN,UNKNOWN,El Torrente y el Río 
2893,UNKNOWN,4372,Spanish,UNKNOWN,UNKNOWN,"El León, el Lobo y la Zorra "
2894,UNKNOWN,4373,Spanish,UNKNOWN,UNKNOWN,Los Ratones y el Gato 
2895,UNKNOWN,4374,Spanish,UNKNOWN,UNKNOWN,El Asno y el Lobo 
2896,UNKNOWN,4375,Spanish,UNKNOWN,UNKNOWN,El Asno y el Caballo 
2897,UNKNOWN,4376,Spanish,UNKNOWN,UNKNOWN,El Labrador y la Providencia 
2898,UNKNOWN,4377,Spanish,UNKNOWN,UNKNOWN,El Asno vestido de León 
2899,UNKNOWN,4378,Spanish,UNKNOWN,UNKNOWN,La Gallina de los huevos de oro 
2900,UNKNOWN,4379,Spanish,UNKNOWN,UNKNOWN,Los Cangrejos 
2901,UNKNOWN,4380,Spanish,UNKNOWN,UNKNOWN,Las Ranas sedientas 
2902,UNKNOWN,4381,Spanish,UNKNOWN,UNKNOWN,El Cuervo y el Zorro 
2903,UNKNOWN,4382,Spanish,UNKNOWN,UNKNOWN,Un Cojo y un Picarón 
2904,UNKNOWN,4383,Spanish,UNKNOWN,UNKNOWN,El Carretero y Hércules 
2905,UNKNOWN,4384,Spanish,UNKNOWN,UNKNOWN,La Zorra y el Chivo 
2906,UNKNOWN,4385,Spanish,UNKNOWN,UNKNOWN,"El Lobo, la Zorra y el Mono juez "
2907,UNKNOWN,4386,Spanish,UNKNOWN,UNKNOWN,Los dos Gallos 
2908,UNKNOWN,4387,Spanish,UNKNOWN,UNKNOWN,La Mona y la Zorra 
2909,UNKNOWN,4388,Spanish,UNKNOWN,UNKNOWN,La Gata mujer 
2910,UNKNOWN,4389,Spanish,UNKNOWN,UNKNOWN,La Leona y el Oso 
2911,UNKNOWN,4390,Spanish,UNKNOWN,UNKNOWN,El Lobo y el Perro flaco 
2912,UNKNOWN,4391,Spanish,UNKNOWN,UNKNOWN,La Oveja y el Ciervo 
2913,UNKNOWN,4392,Spanish,UNKNOWN,UNKNOWN,La Alforja 
2914,UNKNOWN,4393,Spanish,UNKNOWN,UNKNOWN,El Asno infeliz 
2915,UNKNOWN,4394,Spanish,UNKNOWN,UNKNOWN,El Jabalí y la Zorra 
2916,UNKNOWN,4395,Spanish,UNKNOWN,UNKNOWN,El Perro y el Cocodrilo 
2917,UNKNOWN,4396,Spanish,UNKNOWN,UNKNOWN,La Comadreja y los Ratones 
2918,UNKNOWN,4397,Spanish,UNKNOWN,UNKNOWN,El Lobo y el Perro 
2919,UNKNOWN,4398,Spanish,UNKNOWN,UNKNOWN,El Pastor y el Filósofo 
2920,UNKNOWN,4399,Spanish,UNKNOWN,UNKNOWN,El Hombre y la Fantasma 
2921,UNKNOWN,4400,Spanish,UNKNOWN,UNKNOWN,El Jabalí y el Carnero 
2922,UNKNOWN,4401,Spanish,UNKNOWN,UNKNOWN,"El Raposo, la Mujer y el Gallo "
2923,UNKNOWN,4402,Spanish,UNKNOWN,UNKNOWN,El Filósofo y el Rústico 
2924,UNKNOWN,4403,Spanish,UNKNOWN,UNKNOWN,La Pava y la Hormiga 
2925,UNKNOWN,4404,Spanish,UNKNOWN,UNKNOWN,El Enfermo y la Visión 
2926,UNKNOWN,4405,Spanish,UNKNOWN,UNKNOWN,El Camello y la Pulga 
2927,UNKNOWN,4406,Spanish,UNKNOWN,UNKNOWN,"El Cerdo, el Carnero y la Cabra "
2928,UNKNOWN,4407,Spanish,UNKNOWN,UNKNOWN,"El León, el Tigre y el Caminante "
2929,UNKNOWN,4408,Spanish,UNKNOWN,UNKNOWN,La Muerte 
2930,UNKNOWN,4409,Spanish,UNKNOWN,UNKNOWN,El Amor y la Locura 
2931,UNKNOWN,4410,Spanish,UNKNOWN,UNKNOWN,El Raposo enfermo 
2932,UNKNOWN,4411,Spanish,UNKNOWN,UNKNOWN,Las exequias de la Leona 
2933,UNKNOWN,4412,Spanish,UNKNOWN,UNKNOWN,El Poeta y la Rosa 
2934,UNKNOWN,4413,Spanish,UNKNOWN,UNKNOWN,El Búho y el Hombre 
2935,UNKNOWN,4414,Spanish,UNKNOWN,UNKNOWN,La Mona 
2936,UNKNOWN,4415,Spanish,UNKNOWN,UNKNOWN,Esopo y un Ateniense 
2937,UNKNOWN,4416,Spanish,UNKNOWN,UNKNOWN,Demetrio y Menandro 
2938,UNKNOWN,4417,Spanish,UNKNOWN,UNKNOWN,Las Hormigas 
2939,UNKNOWN,4418,Spanish,UNKNOWN,UNKNOWN,Los Gatos escrupulosos 
2940,UNKNOWN,4419,Spanish,UNKNOWN,UNKNOWN,El Águila y la asamblea de los Animales 
2941,UNKNOWN,4420,Spanish,UNKNOWN,UNKNOWN,La Paloma 
2942,UNKNOWN,4421,Spanish,UNKNOWN,UNKNOWN,El Chivo afeitado 
2943,UNKNOWN,4422,Spanish,UNKNOWN,UNKNOWN,El Naufragio de Simónides 
2944,UNKNOWN,4423,Spanish,UNKNOWN,UNKNOWN,El Filósofo y la Pulga 
2945,UNKNOWN,4424,Spanish,UNKNOWN,UNKNOWN,El Cazador y los Conejos 
2946,UNKNOWN,4425,Spanish,UNKNOWN,UNKNOWN,El Filósofo y el Faisán 
2947,UNKNOWN,4426,Spanish,UNKNOWN,UNKNOWN,El Zapatero médico 
2948,UNKNOWN,4427,Spanish,UNKNOWN,UNKNOWN,El Murciélago y la Comadreja 
2949,UNKNOWN,4428,Spanish,UNKNOWN,UNKNOWN,La Mariposa y el Caracol 
2950,UNKNOWN,4429,Spanish,UNKNOWN,UNKNOWN,Los dos Titiriteros 
2951,UNKNOWN,4430,Spanish,UNKNOWN,UNKNOWN,El Raposo y el Perro 
2952,UNKNOWN,4431,Spanish,UNKNOWN,UNKNOWN,El Gato y las Aves 
2953,UNKNOWN,4432,Spanish,UNKNOWN,UNKNOWN,La danza pastoril 
2954,UNKNOWN,4433,Spanish,UNKNOWN,UNKNOWN,Los dos Perros 
2955,UNKNOWN,4434,Spanish,UNKNOWN,UNKNOWN,La Moda 
2956,UNKNOWN,4435,Spanish,UNKNOWN,UNKNOWN,El Lobo y el Mastín 
2957,UNKNOWN,4436,Spanish,UNKNOWN,UNKNOWN,La Hermosa y el Espejo 
2958,UNKNOWN,4437,Spanish,UNKNOWN,UNKNOWN,El Viejo y el Chalán 
2959,UNKNOWN,4438,Spanish,UNKNOWN,UNKNOWN,La Gata con cascabeles 
2960,UNKNOWN,4439,Spanish,UNKNOWN,UNKNOWN,El Ruiseñor y el Mochuelo 
2961,UNKNOWN,4440,Spanish,UNKNOWN,UNKNOWN,El Amo y el Perro 
2962,UNKNOWN,4441,Spanish,UNKNOWN,UNKNOWN,Los dos Cazadores 
2963,UNKNOWN,4442,Spanish,UNKNOWN,UNKNOWN,El Gato y el Cazador 
2964,UNKNOWN,4443,Spanish,UNKNOWN,UNKNOWN,El Pastor 
2965,UNKNOWN,4444,Spanish,UNKNOWN,UNKNOWN,El Tordo flautista 
2966,UNKNOWN,4445,Spanish,UNKNOWN,UNKNOWN,El Raposo y el Lobo 
2967,UNKNOWN,4446,Spanish,UNKNOWN,UNKNOWN,El Ciudadano Pastor 
2968,UNKNOWN,4447,Spanish,UNKNOWN,UNKNOWN,El Ladrón 
2969,UNKNOWN,4448,Spanish,UNKNOWN,UNKNOWN,El joven Filósofo y sus compañeros 
2970,UNKNOWN,4449,Spanish,UNKNOWN,UNKNOWN,"El Elefante, el Toro, el Asno y los demás Animales "
2971,280,4451,Italian,Animal Tales,Other Animals and Objects,La cicala e la formica
2972,280,4452,German,Animal Tales,Other Animals and Objects,Die Grille und die Ameise
2973,UNKNOWN,4453,German,UNKNOWN,UNKNOWN,Die Diebe und der Esel
2974,UNKNOWN,4454,German,UNKNOWN,UNKNOWN,Der Wolf und der Hund
2975,UNKNOWN,4455,German,UNKNOWN,UNKNOWN,Der Wolf und das Lamm
2976,UNKNOWN,4456,Russian,UNKNOWN,UNKNOWN,Баба-яга и жихарь
2977,UNKNOWN,4457,Russian,UNKNOWN,UNKNOWN,История о славном и храбром богатыре Илье Муромце и Соловье-разбойнике
2978,UNKNOWN,4458,Russian,UNKNOWN,UNKNOWN,Бесстрашный
2979,UNKNOWN,4459,Russian,UNKNOWN,UNKNOWN,Бесстрашный
2980,UNKNOWN,4822,English,UNKNOWN,UNKNOWN,The Eagle and the Fox 
2981,UNKNOWN,4823,Dutch,UNKNOWN,UNKNOWN,De arend en de vos
2982,UNKNOWN,4864,Spanish,UNKNOWN,UNKNOWN,Hércules y Plutón
2983,UNKNOWN,4865,Spanish,UNKNOWN,UNKNOWN,"Zeus, Prometeo, Atenas y Momo"
2984,UNKNOWN,4866,Spanish,UNKNOWN,UNKNOWN,La zorra que nunca había visto un león
2985,510,4867,English,Tales of Magic,Supernatural Helpers,The Hearth-Cat
2986,510,4871,English,Tales of Magic,Supernatural Helpers,The Fire-blower
2987,UNKNOWN,4872,Polish,UNKNOWN,UNKNOWN,Żaby o króla proszące
2988,UNKNOWN,4876,English,UNKNOWN,UNKNOWN,The Frog and the Ox
2989,112,4879,Dutch,Animal Tales,Wild Animals and Domestic Animals,De stadsmuis en de veldmuis
2990,105,4880,English,Animal Tales,Wild Animals and Domestic Animals,The Cat and the Fox
2991,105,4881,Dutch,Animal Tales,Wild Animals and Domestic Animals,De kat en de vos
2992,UNKNOWN,4882,Dutch,UNKNOWN,UNKNOWN,De oude kat en de jonge muis
2993,UNKNOWN,4883,Dutch,UNKNOWN,UNKNOWN,Rattenraad
2994,UNKNOWN,4884,Dutch,UNKNOWN,UNKNOWN,"De kat, de wezel en het jong konijn"
2995,UNKNOWN,4885,Dutch,UNKNOWN,UNKNOWN,De kat en de twee mussen
2996,57,4886,English,Animal Tales,Wild Animals,The Fox and the Crow
2997,UNKNOWN,4887,English,UNKNOWN,UNKNOWN,The Two Mules
2998,57,4894,Russian,Animal Tales,Wild Animals,Ворона и лисица
2999,UNKNOWN,4895,Russian,UNKNOWN,UNKNOWN,Дуб и трость
3000,UNKNOWN,4896,Russian,UNKNOWN,UNKNOWN,Музыканты
3001,UNKNOWN,4897,Russian,UNKNOWN,UNKNOWN,Ворона и курица
3002,UNKNOWN,4898,Russian,UNKNOWN,UNKNOWN,Ларчик
3003,UNKNOWN,4899,Russian,UNKNOWN,UNKNOWN,Лягушка и вол
3004,UNKNOWN,4900,Russian,UNKNOWN,UNKNOWN,Разборчивая невеста
3005,UNKNOWN,4901,Russian,UNKNOWN,UNKNOWN,Парнас
3006,UNKNOWN,4902,Russian,UNKNOWN,UNKNOWN,Оракул
3007,UNKNOWN,4903,Russian,UNKNOWN,UNKNOWN,Василек
3008,UNKNOWN,4904,Russian,UNKNOWN,UNKNOWN,Роща и огонь
3009,UNKNOWN,4905,Russian,UNKNOWN,UNKNOWN,Чиж и еж
3010,UNKNOWN,4906,Russian,UNKNOWN,UNKNOWN,Волк и ягненок
3011,38,4907,Russian,Animal Tales,Wild Animals,Обезьяны
3012,UNKNOWN,4908,Russian,UNKNOWN,UNKNOWN,Синица
3013,UNKNOWN,4909,Russian,UNKNOWN,UNKNOWN,Осел
3014,UNKNOWN,4910,Russian,UNKNOWN,UNKNOWN,Мартышка и очки
3015,UNKNOWN,4911,Russian,UNKNOWN,UNKNOWN,Два голубя
3016,UNKNOWN,4912,Russian,UNKNOWN,UNKNOWN,Червонец
3017,UNKNOWN,4913,Russian,UNKNOWN,UNKNOWN,Троеженец
3018,UNKNOWN,4914,Russian,UNKNOWN,UNKNOWN,Безбожники
3019,UNKNOWN,4915,Russian,UNKNOWN,UNKNOWN,Орел и куры
3020,UNKNOWN,4916,Russian,UNKNOWN,UNKNOWN,"Лягушки, просящие царя"
3021,UNKNOWN,4917,Russian,UNKNOWN,UNKNOWN,Лев и барс
3022,UNKNOWN,4918,Russian,UNKNOWN,UNKNOWN,Вельможа и философ
3023,UNKNOWN,4919,Russian,UNKNOWN,UNKNOWN,Мор зверей
3024,UNKNOWN,4920,Russian,UNKNOWN,UNKNOWN,Собачья дружба
3025,UNKNOWN,4921,Russian,UNKNOWN,UNKNOWN,Раздел
3026,UNKNOWN,4922,Russian,UNKNOWN,UNKNOWN,Бочка
3027,UNKNOWN,4923,Russian,UNKNOWN,UNKNOWN,Волк на псарне
3028,UNKNOWN,4924,Russian,UNKNOWN,UNKNOWN,Ручей
3029,UNKNOWN,4925,Russian,UNKNOWN,UNKNOWN,Лисица и сурок
3030,UNKNOWN,4926,Russian,UNKNOWN,UNKNOWN,Прохожие и собаки
3031,280,4927,Russian,Animal Tales,Other Animals and Objects,Стрекоза и муравей
3032,UNKNOWN,4928,Russian,UNKNOWN,UNKNOWN,Лжец
3033,UNKNOWN,4929,Russian,UNKNOWN,UNKNOWN,Орел и пчела
3034,UNKNOWN,4930,Russian,UNKNOWN,UNKNOWN,Заяц на ловле
3035,UNKNOWN,4931,Russian,UNKNOWN,UNKNOWN,Щука и кот
3036,UNKNOWN,4932,Russian,UNKNOWN,UNKNOWN,Волк и кукушка
3037,UNKNOWN,4933,Russian,UNKNOWN,UNKNOWN,Петух и жемчужное зерно
3038,UNKNOWN,4934,Russian,UNKNOWN,UNKNOWN,Крестьянин и работник
3039,UNKNOWN,4935,Russian,UNKNOWN,UNKNOWN,Обоз
3040,UNKNOWN,4936,Russian,UNKNOWN,UNKNOWN,Вороненок
3041,UNKNOWN,4937,Russian,UNKNOWN,UNKNOWN,Слон на воеводстве
3042,UNKNOWN,4938,Russian,UNKNOWN,UNKNOWN,Осел и соловей
3043,UNKNOWN,4939,Russian,UNKNOWN,UNKNOWN,Откупщик и сапожник
3044,UNKNOWN,4940,Russian,UNKNOWN,UNKNOWN,Крестьянин в беде
3045,UNKNOWN,4941,Russian,UNKNOWN,UNKNOWN,Хозяин и мыши
3046,UNKNOWN,4942,Russian,UNKNOWN,UNKNOWN,Слон и моська
3047,UNKNOWN,4943,Russian,UNKNOWN,UNKNOWN,Волк и волченок
3048,UNKNOWN,4944,Russian,UNKNOWN,UNKNOWN,Обезьяна
3049,UNKNOWN,4945,Russian,UNKNOWN,UNKNOWN,Мешок
3050,UNKNOWN,4946,Russian,UNKNOWN,UNKNOWN,Кот и повар
3051,UNKNOWN,4947,Russian,UNKNOWN,UNKNOWN,Лев и комар
3052,UNKNOWN,4948,Russian,UNKNOWN,UNKNOWN,Огородник и философ
3053,UNKNOWN,4949,Russian,UNKNOWN,UNKNOWN,Крестьянин и лисица
3054,UNKNOWN,4950,Russian,UNKNOWN,UNKNOWN,Воспитание льва
3055,UNKNOWN,4951,Russian,UNKNOWN,UNKNOWN,Старик и трое молодых
3056,UNKNOWN,4952,Russian,UNKNOWN,UNKNOWN,Дерево
3057,UNKNOWN,4953,Russian,UNKNOWN,UNKNOWN,Гуси
3058,UNKNOWN,4954,Russian,UNKNOWN,UNKNOWN,Свинья
3059,UNKNOWN,4955,Russian,UNKNOWN,UNKNOWN,Муха и дорожные
3060,UNKNOWN,4956,Russian,UNKNOWN,UNKNOWN,Орел и паук
3061,UNKNOWN,4957,Russian,UNKNOWN,UNKNOWN,Лань и дервиш
3062,UNKNOWN,4958,Russian,UNKNOWN,UNKNOWN,Собака
3063,UNKNOWN,4959,Russian,UNKNOWN,UNKNOWN,Орел и крот
3064,UNKNOWN,4960,Russian,UNKNOWN,UNKNOWN,Квартет
3065,UNKNOWN,4961,Russian,UNKNOWN,UNKNOWN,Листы и корни
3066,UNKNOWN,4962,Russian,UNKNOWN,UNKNOWN,Волк и лисица
3067,UNKNOWN,4963,Russian,UNKNOWN,UNKNOWN,Бумажный змей
3068,UNKNOWN,4964,Russian,UNKNOWN,UNKNOWN,"Лебедь, щука и рак"
3069,UNKNOWN,4965,Russian,UNKNOWN,UNKNOWN,Скворец
3070,UNKNOWN,4966,Russian,UNKNOWN,UNKNOWN,Пруд и река
3071,UNKNOWN,4967,Russian,UNKNOWN,UNKNOWN,Тришкин кафтан
3072,UNKNOWN,4968,Russian,UNKNOWN,UNKNOWN,Механик
3073,UNKNOWN,4969,Russian,UNKNOWN,UNKNOWN,Пожар и алмаз
3074,UNKNOWN,4970,Russian,UNKNOWN,UNKNOWN,Пустынник и медведь
3075,UNKNOWN,4971,Russian,UNKNOWN,UNKNOWN,Цветы
3076,UNKNOWN,4972,Russian,UNKNOWN,UNKNOWN,Крестьянин и змея
3077,UNKNOWN,4973,Russian,UNKNOWN,UNKNOWN,Крестьянин и разбойник
3078,UNKNOWN,4974,Russian,UNKNOWN,UNKNOWN,Любопытный
3079,UNKNOWN,4975,Russian,UNKNOWN,UNKNOWN,Лев на ловле
3080,UNKNOWN,4976,Russian,UNKNOWN,UNKNOWN,Конь и всадник
3081,UNKNOWN,4977,Russian,UNKNOWN,UNKNOWN,Крестьяне и река
3082,UNKNOWN,4978,Russian,UNKNOWN,UNKNOWN,Добрая лисица
3083,UNKNOWN,4979,Russian,UNKNOWN,UNKNOWN,Мирская сходка
3084,UNKNOWN,4980,Russian,UNKNOWN,UNKNOWN,Демьянова уха
3085,UNKNOWN,4981,Russian,UNKNOWN,UNKNOWN,Мышь и крыса
3086,UNKNOWN,4982,Russian,UNKNOWN,UNKNOWN,Чиж и голубь
3087,UNKNOWN,4983,Russian,UNKNOWN,UNKNOWN,Водолазы
3088,UNKNOWN,4984,Russian,UNKNOWN,UNKNOWN,Госпожа и две служанки
3089,UNKNOWN,4985,Russian,UNKNOWN,UNKNOWN,Камень и червяк
3090,UNKNOWN,4986,Russian,UNKNOWN,UNKNOWN,Медведь у пчел
3091,UNKNOWN,4987,Russian,UNKNOWN,UNKNOWN,Зеркало и обезьяна
3092,UNKNOWN,4988,Russian,UNKNOWN,UNKNOWN,Комар и пастух
3093,UNKNOWN,4989,Russian,UNKNOWN,UNKNOWN,Крестьянин и смерть
3094,UNKNOWN,4990,Russian,UNKNOWN,UNKNOWN,Рыцарь
3095,UNKNOWN,4991,Russian,UNKNOWN,UNKNOWN,Тень и человек
3096,UNKNOWN,4992,Russian,UNKNOWN,UNKNOWN,Крестьянин и топор
3097,UNKNOWN,4993,Russian,UNKNOWN,UNKNOWN,Лев и волк
3098,UNKNOWN,4994,Russian,UNKNOWN,UNKNOWN,"Собака, человек, кошка и сокол"
3099,UNKNOWN,4995,Russian,UNKNOWN,UNKNOWN,Подагра и паук
3100,UNKNOWN,4996,Russian,UNKNOWN,UNKNOWN,Лев и лисица
3101,UNKNOWN,4997,Russian,UNKNOWN,UNKNOWN,Хмель
3102,UNKNOWN,4998,Russian,UNKNOWN,UNKNOWN,Слон в случае
3103,UNKNOWN,4999,Russian,UNKNOWN,UNKNOWN,Туча
3104,UNKNOWN,5000,Russian,UNKNOWN,UNKNOWN,Клеветник и змея
3105,UNKNOWN,5001,Russian,UNKNOWN,UNKNOWN,Фортуна и нищий
3106,UNKNOWN,5002,Russian,UNKNOWN,UNKNOWN,Лягушка и юпитер
3107,UNKNOWN,5003,Russian,UNKNOWN,UNKNOWN,Лиса-строитель
3108,UNKNOWN,5004,Russian,UNKNOWN,UNKNOWN,Напраслина
3109,UNKNOWN,5005,Russian,UNKNOWN,UNKNOWN,Фортуна в гостях
3110,UNKNOWN,5006,Russian,UNKNOWN,UNKNOWN,Волки пастухи
3111,UNKNOWN,5007,Russian,UNKNOWN,UNKNOWN,Кукушка и горлинка
3112,UNKNOWN,5008,Russian,UNKNOWN,UNKNOWN,Гребень
3113,UNKNOWN,5009,Russian,UNKNOWN,UNKNOWN,Скупой и курица
3114,UNKNOWN,5010,Russian,UNKNOWN,UNKNOWN,Две бочки
3115,UNKNOWN,5011,Russian,UNKNOWN,UNKNOWN,Алкид
3116,UNKNOWN,5012,Russian,UNKNOWN,UNKNOWN,Апеллес и осленок
3117,UNKNOWN,5013,Russian,UNKNOWN,UNKNOWN,Охотник
3118,UNKNOWN,5014,Russian,UNKNOWN,UNKNOWN,Мальчик и змея
3119,UNKNOWN,5015,Russian,UNKNOWN,UNKNOWN,Пловец и море
3120,UNKNOWN,5016,Russian,UNKNOWN,UNKNOWN,Осел и мужик
3121,76,5017,Russian,Animal Tales,Wild Animals,Волк и журавль
3122,UNKNOWN,5018,Russian,UNKNOWN,UNKNOWN,Пчела и мухи
3123,UNKNOWN,5019,Russian,UNKNOWN,UNKNOWN,Муравей
3124,UNKNOWN,5020,Russian,UNKNOWN,UNKNOWN,Пастух и море
3125,UNKNOWN,5021,Russian,UNKNOWN,UNKNOWN,Крестьянин и змея
3126,59,5022,Russian,Animal Tales,Wild Animals,Лисица и виноград
3127,UNKNOWN,5023,Russian,UNKNOWN,UNKNOWN,Овцы и собаки
3128,UNKNOWN,5024,Russian,UNKNOWN,UNKNOWN,Медведь в сетях
3129,UNKNOWN,5025,Russian,UNKNOWN,UNKNOWN,Колос
3130,UNKNOWN,5026,Russian,UNKNOWN,UNKNOWN,Мальчик и червяк
3131,UNKNOWN,5027,Russian,UNKNOWN,UNKNOWN,Похороны
3132,UNKNOWN,5028,Russian,UNKNOWN,UNKNOWN,Трудолюбивый медведь
3133,UNKNOWN,5029,Russian,UNKNOWN,UNKNOWN,Сочинитель и разбйник
3134,UNKNOWN,5030,Russian,UNKNOWN,UNKNOWN,Ягненок
3135,UNKNOWN,5031,Russian,UNKNOWN,UNKNOWN,Совет мышей
3136,UNKNOWN,5032,Russian,UNKNOWN,UNKNOWN,Мельник
3137,UNKNOWN,5033,Russian,UNKNOWN,UNKNOWN,Булыжник и алмаз
3138,UNKNOWN,5034,Russian,UNKNOWN,UNKNOWN,Мот и ласточка
3139,UNKNOWN,5035,Russian,UNKNOWN,UNKNOWN,Плотичка
3140,UNKNOWN,5036,Russian,UNKNOWN,UNKNOWN,Крестьянин и змея
3141,UNKNOWN,5037,Russian,UNKNOWN,UNKNOWN,Свинья под дубом
3142,UNKNOWN,5038,Russian,UNKNOWN,UNKNOWN,Паук и пчела
3143,UNKNOWN,5039,Russian,UNKNOWN,UNKNOWN,Лисица и осел
3144,UNKNOWN,5040,Russian,UNKNOWN,UNKNOWN,Муха и пчела
3145,UNKNOWN,5041,Russian,UNKNOWN,UNKNOWN,Змея и овца
3146,UNKNOWN,5042,Russian,UNKNOWN,UNKNOWN,Котел и горшок
3147,UNKNOWN,5043,Russian,UNKNOWN,UNKNOWN,Дикие козы
3148,UNKNOWN,5044,Russian,UNKNOWN,UNKNOWN,Соловьи
3149,UNKNOWN,5045,Russian,UNKNOWN,UNKNOWN,Голик
3150,UNKNOWN,5046,Russian,UNKNOWN,UNKNOWN,Крестьянин и овца
3151,UNKNOWN,5047,Russian,UNKNOWN,UNKNOWN,Скупой
3152,UNKNOWN,5048,Russian,UNKNOWN,UNKNOWN,Богач и поэт
3153,UNKNOWN,5049,Russian,UNKNOWN,UNKNOWN,Волк и мышонок
3154,UNKNOWN,5050,Russian,UNKNOWN,UNKNOWN,Два мужика
3155,UNKNOWN,5051,Russian,UNKNOWN,UNKNOWN,Котенок и скворец
3156,UNKNOWN,5052,Russian,UNKNOWN,UNKNOWN,Две собаки
3157,UNKNOWN,5053,Russian,UNKNOWN,UNKNOWN,Кошка и соловей
3158,UNKNOWN,5054,Russian,UNKNOWN,UNKNOWN,Рыбья пляска
3159,UNKNOWN,5055,Russian,UNKNOWN,UNKNOWN,Прихожанин
3160,UNKNOWN,5056,Russian,UNKNOWN,UNKNOWN,Ворона
3161,UNKNOWN,5057,Russian,UNKNOWN,UNKNOWN,Пестрые овцы
3162,UNKNOWN,5058,Russian,UNKNOWN,UNKNOWN,Лев состаревшийся
3163,UNKNOWN,5059,Russian,UNKNOWN,UNKNOWN,"Лев, серна и лиса"
3164,UNKNOWN,5060,Russian,UNKNOWN,UNKNOWN,Крестьянин и лошадь
3165,UNKNOWN,5061,Russian,UNKNOWN,UNKNOWN,Белка
